place,mag,time,felt
Taiwan,4.2,545159863530,1
Taiwan,4.5,542320338710,1.1
Taiwan,3.9,541824947980,1.4
Taiwan,,541809499190,0.8
Taiwan,4.8,540440566950,1.2
Taiwan,4.1,539631680920,1.4
Taiwan region,,539521468050,1
Taiwan,5,539439322960,1
Taiwan,,538336716540,0.8
Taiwan,4.9,537738102150,1.3
Taiwan,,537302011410,1.2
Taiwan,4.1,536975176810,1.5
Taiwan,5.7,536908068130,1
Taiwan,,536427147140,0.8
Taiwan,3.7,535849168610,1
Taiwan,4.1,535685380040,1.4
Taiwan,4.3,534696176290,1.2
Taiwan,5.2,534642921050,1
Taiwan,4.8,534595201450,1.2
Taiwan,3.5,534532672280,1
Taiwan,4.5,534485627090,1.2
Taiwan,4.7,534313625770,1.1
Taiwan,3.7,534202806390,1.2
Taiwan,4,534105107590,1.5
Taiwan,5.1,533703831070,1
Taiwan region,4.9,533688604170,1.3
Taiwan,4.8,533382584260,1.2
Taiwan,4,533227913090,1.4
Taiwan,3.9,533223552300,1.4
Taiwan,4.3,533191192800,1.5
Taiwan,4.3,532834087650,1
Taiwan,4.1,532812501230,1.3
Taiwan,4.9,532754812940,1.3
Taiwan,4.3,532745376150,1.4
Taiwan,,532707015430,1.5
Taiwan,5.2,532687753920,1.2
Taiwan,4.1,532666252340,1.3
Taiwan,4.3,532644014780,1.3
Taiwan,,532620130860,1.3
Taiwan,4.3,532617587970,1.3
Taiwan,4.9,532610475660,1.3
Taiwan,4,532578077900,1.6
Taiwan,4.1,532560647530,1.3
Taiwan region,4.4,532558583050,1.3
Taiwan,4.5,532547219490,1.2
Taiwan,4,532534507500,1.5
Taiwan,4.5,532531871200,1.3
Taiwan,5,532530837690,1.2
Taiwan,4.9,532508844610,1.3
Taiwan,4.2,532502774210,1.4
Taiwan,4.8,532475127080,1.4
Taiwan,4.3,532453738160,1.5
Taiwan,4.4,532453028760,1.2
Taiwan,4,532451012120,1.5
Taiwan,4.5,532430911980,1.4
Taiwan,4.4,532429368360,1.3
Taiwan,5.8,532423447210,1.3
Taiwan,4.3,532417932590,1.4
Taiwan,,532416979780,1.4
Taiwan,4.5,532412648430,1.2
Taiwan,4,532410774050,1.3
Taiwan,5,532409099740,1.4
Taiwan,4.4,532408067320,1.4
Taiwan,4.2,532404648890,1.4
Taiwan,5.4,532400402160,1.3
Taiwan,4.5,532399090290,1.4
Taiwan,3.9,532398822650,1.1
Taiwan,5.3,532397862830,1.2
Taiwan,4.8,532396584170,1.2
Taiwan,5,532394963330,1.3
Taiwan,6.3,532393477090,1.4
Taiwan,5.3,532391662650,1.1
Taiwan,7.4,532387210550,1.2
Taiwan,4.3,531719568490,1.4
Taiwan region,4.4,528197794970,1.3
Taiwan region,5.5,524131556830,1
Taiwan,5.5,523107110190,1.1
Taiwan,4.2,518851006710,0.7
Taiwan region,4.2,518543818520,1.2
Taiwan,4.5,518438449220,1.2
Taiwan,5.3,518286059520,1.3
Taiwan,4.7,518285697440,1.1
Taiwan,4.4,518272996660,1.4
Taiwan,3.9,517841081630,1
Taiwan,4.4,517636640530,1.1
Taiwan,4.8,517312928300,1
Taiwan,4.7,517312693460,1.1
Taiwan,5,517179601140,1.1
Taiwan,4.9,517168043840,1.2
Taiwan,4.4,517071140460,0.9
Taiwan,5.5,516951450650,1.2
Taiwan,6.2,516950746960,1.2
Taiwan,5,515926748610,1.3
Taiwan,,513499033510,0.7
Taiwan,4.4,513310503110,1.4
Taiwan,4.4,512048735240,1.4
Taiwan,4.5,511865841670,0.9
Taiwan,5.9,511850732870,1.1
Taiwan region,4.3,508561699850,1.4
Taiwan,4.5,507277161350,1.2
Taiwan,4.7,507092019050,1.1
Taiwan region,6,506264671350,1.2
Taiwan,,504718926400,1.4
Taiwan,,504697539340,0.6
Taiwan,,504620717960,0.2
Taiwan,,504620677120,0
Taiwan,,504585584690,1
Taiwan,,504514444540,0.7
Taiwan,,504508453650,1.6
Taiwan,,504465381840,0.6
Taiwan region,,504464747800,0.8
Taiwan,,504397495660,1.4
Taiwan,,504195848650,1
Taiwan,,503992709230,0.1
Taiwan region,,503611157420,0.5
Taiwan,,503471250840,0.1
Taiwan,,503221064960,0.6
Taiwan,,503199615420,0.4
Taiwan,,503167812290,0.5
Taiwan,,502966049010,0.3
Taiwan,,502663038120,1.1
Taiwan,,502601330190,0.8
Taiwan,,502600939100,0.8
Taiwan,,502499274660,0.3
Taiwan region,,502348496750,0.1
Taiwan,,502320581890,0.5
Taiwan,,502292828560,1.5
Taiwan,,502244697120,0.4
Taiwan,,502220893800,0.8
Taiwan,,502093817100,1.4
Taiwan,,501943607650,0.4
Taiwan,,501924074850,0.9
Taiwan region,5,501812824220,1
Taiwan,,501668134360,1.2
Taiwan region,,501602442700,0.6
Taiwan,,501532709180,0.4
Taiwan,,501318032760,1.1
Taiwan,,501233088260,1
Taiwan,4.2,500941522850,1.4
Taiwan,,500668440260,0.5
Taiwan,,500531702320,0.6
Taiwan,,500319961760,0.7
Taiwan,,500199861350,0.9
Taiwan region,4.8,500189115080,1.2
Taiwan,,499929587660,1
Taiwan,,499825279100,1.4
Taiwan,,499799192480,0.7
Taiwan,,499790635390,0.6
Taiwan,,499604517170,0.7
Taiwan,,499603219150,0.5
Taiwan,,499215819270,0.6
Taiwan,4.4,499145438630,1.3
Taiwan,4.2,499069132470,1
Taiwan,,499044750180,0.6
Taiwan,,498958523070,0.8
Taiwan,4.4,498958060510,1.5
Taiwan,,498908805760,0.3
Taiwan region,4.9,498370332490,1.3
Taiwan,4.2,497284027930,1.5
Taiwan,,497253664710,0.7
Taiwan,,496704216420,0.3
Taiwan,,496646005230,0.7
Taiwan,,496235947890,0.6
Taiwan region,,496235437770,0.1
Taiwan region,4.6,495816152070,0.7
Taiwan,3.9,495812717540,1.3
Taiwan,3.8,495481609180,1.3
Taiwan,,495363861580,1
Taiwan,3.6,494856225520,0.6
Taiwan,,494785240250,1
Taiwan,,494763247850,0.8
Taiwan,,494433368150,0.6
Taiwan,,494262703830,0.3
Taiwan,,494095677230,0.4
Taiwan,,493933847220,1
Taiwan,,493903913250,0.7
Taiwan,4.9,493354930420,1
Taiwan,,492867247120,0.2
Taiwan,,492808283980,0.6
Taiwan,,492785878100,0.7
Taiwan,,492703993810,0.5
Taiwan,,492696290310,0.5
Taiwan,4.4,492654093390,1.3
Taiwan,,492643374220,0.7
Taiwan,,492597772540,0.8
Taiwan,,492591153460,0.8
Taiwan,3.7,492323193080,0.8
Taiwan region,,492307780050,0.4
Taiwan,,492168181140,0.4
Taiwan,,492103265170,1
Taiwan,4.4,492095900040,1.5
Taiwan,4.8,492094955130,0.5
Taiwan,5.5,492094839300,1.4
Taiwan,4.1,491581836300,1.2
Taiwan region,4.2,491311829530,1.4
Taiwan,,491001310070,0.3
Taiwan,,490933829110,0
Taiwan,,490918033050,0.5
Taiwan,,490876626630,0.5
Taiwan,,490871074570,0.6
Taiwan,,490797959370,1.1
Taiwan,,490332114990,1.2
Taiwan,4.8,489863180020,1.1
Taiwan,,489701507740,0.5
Taiwan,4.2,489516093160,1.4
Taiwan region,4.8,489343201710,1.3
Taiwan,,489257719440,0.7
Taiwan,,489152663500,0.5
Taiwan,3.8,488508972320,0.7
Taiwan,4.2,488324223180,1.2
Taiwan region,4.9,488284376190,1.2
Taiwan,,488061231410,0.6
Taiwan,,487999792690,0.2
Taiwan,,487919247990,0.8
Taiwan region,3.9,487677700770,0.4
Taiwan,,487593738300,1.3
Taiwan,,487576733210,0.5
Taiwan region,,487567224940,0.5
Taiwan,,487543815610,0.5
Taiwan region,4.5,487541129670,1.1
Taiwan,,487509599020,0.3
Taiwan,,487221814580,1
Taiwan region,,487071158090,0.2
Taiwan,,486912688790,1.3
Taiwan,,486844726370,0.6
Taiwan,,486744983900,0.6
Taiwan,,486727399530,0.6
Taiwan,,486497774090,0.5
Taiwan region,3.6,486195718580,0.7
Taiwan,,485881754850,0.2
Taiwan,,485823194280,0.7
Taiwan,,485445040420,0.5
Taiwan,,485309593280,0.4
Taiwan,,485271549420,0.7
Taiwan,,484972057620,0.7
Taiwan,,484616161890,0.5
Taiwan Strait,,484545535500,1.2
Taiwan,,484539441830,1.4
Taiwan,,484499403160,0.9
Taiwan,,483927499570,0.4
Taiwan region,,483713305530,0.7
Taiwan,,483572914610,0.1
Taiwan,,483462461030,1.4
Taiwan,,483235305180,0.5
Taiwan,,483186665150,0.7
Taiwan,,483091931820,0.2
Taiwan,,482899542860,0.3
Taiwan,,482075224060,0.5
Taiwan,,481990333590,1.3
Taiwan,,481856841060,0.3
Taiwan,,481854443720,0.5
Taiwan,,481752189910,0.4
Taiwan,,481655971010,0.2
Taiwan,4.4,481372357010,0.8
Taiwan region,,481007167030,0.3
Taiwan,,480915667800,0.9
Taiwan,,480668400060,0.6
Taiwan,,480569920070,0.2
Taiwan,,480401130000,1.3
Taiwan,,480372579890,1
Taiwan,,480235445220,0.4
Taiwan,,480177096250,0.3
Taiwan,,480063813780,1
Taiwan,,479964627630,1.3
Taiwan,,479837597960,0.6
Taiwan,,479770736790,0.6
Taiwan,,479761317060,0.8
Taiwan,,479603304090,1.5
Taiwan,,479602233010,0.8
Taiwan,,479563591880,0.2
Taiwan,,479561989490,1
Taiwan,,479561396490,0.9
Taiwan,,479556507810,0.3
Taiwan,,479181762560,1.3
Taiwan,,478870812260,1.6
Taiwan,,478677345780,0.5
Taiwan,4.2,477835604180,1.4
Taiwan,,477693845480,1.2
Taiwan region,3.7,476124139660,1.3
Taiwan,,475770362060,0.3
Taiwan,,475484332870,0.5
Taiwan,3.8,475234166490,0.4
Taiwan,,475201307760,1.4
Taiwan,4.2,475156224130,1.1
Taiwan,,474960307770,0.4
Taiwan,,474533512280,1
Taiwan,,474405088570,0.8
Taiwan,,474357255380,0.9
Taiwan,,473911424680,1.4
Taiwan,,473796427150,0.3
Taiwan,,473662661680,0.8
Taiwan,,473580478410,0.9
Taiwan,,472964525330,0.6
Taiwan,,472930259260,0.6
Taiwan,,472856851820,0.1
Taiwan,,472643252430,1.2
Taiwan region,,472503151000,0.4
Taiwan,,472351645880,0.4
Taiwan,,471989976410,0.2
Taiwan,,471169057060,1.3
Taiwan,,471135685000,0.6
Taiwan,,470814750600,0.4
Taiwan region,,470806885250,0.4
Taiwan,,470337630820,0.7
Taiwan,,470176145510,1.2
Taiwan,,470104615660,1.1
Taiwan region,,469970902300,0.3
Taiwan region,,469807178880,0.6
Taiwan,,469775293990,0.9
Taiwan,,469236649240,1.2
Taiwan,,469092764550,0.4
Taiwan region,,468943632610,0.1
Taiwan,,468619446520,1
Taiwan,,468550061250,0.7
Taiwan region,4.7,468520624970,1.3
Taiwan,,468291414910,1.4
Taiwan region,,468042453300,1.3
Taiwan,4.2,467884580530,1.1
Taiwan region,,467730593140,1.3
Taiwan,,467578357840,0.4
Taiwan,,467554111420,1.5
Taiwan region,4.9,466516247790,1.3
Taiwan,,466156716670,0.5
Taiwan,,465066471760,0.5
Taiwan,,464935665940,0.7
Taiwan,,464929496010,1.2
Taiwan,,464468055240,0.1
Taiwan region,4.9,464408201610,1.4
Taiwan,,463839141220,1.2
Taiwan,,463795879500,0.5
Taiwan,,463468991600,0.5
Taiwan,,462335537200,0.2
Taiwan,4.8,461875463710,1.3
Taiwan,3.9,459583620690,0.8
Taiwan,,459519719000,0.4
Taiwan,,459444869740,1.4
Taiwan region,,459347886960,0.4
Taiwan,,459319328040,0.9
Taiwan,,459311777060,1.2
Taiwan,,459306753210,1.4
Taiwan,,459253187420,0.8
Taiwan,,459144927300,0.3
Taiwan,,458738778030,0.8
Taiwan,,458390442200,0.4
Taiwan region,,457835696590,1.7
Taiwan,,457775727660,0.1
Taiwan,,457471658550,0.3
Taiwan,,457143374230,0.2
Taiwan,,456734152570,1.1
Taiwan,,456292014120,1.1
Taiwan region,4.6,455077364590,1.2
Taiwan,4.7,455010297680,1.2
Taiwan,4.7,453925470500,1.3
Taiwan region,4.8,452432517650,1.3
Taiwan,,450954595350,1
Taiwan region,,450516691170,0.9
Taiwan region,,450495674670,0.8
Taiwan,,450474237970,1.2
Taiwan,,449866751590,0.9
Taiwan,,449054259430,1.4
Taiwan,,448822080930,1.1
Taiwan,,448203102810,0.8
Taiwan,,448201558630,0.2
Taiwan,,448106021100,0.7
Taiwan,,446930392390,0.6
Taiwan,,446665205390,0.4
Taiwan,,446625177840,0.8
Taiwan,4.6,446386525610,1.3
Taiwan,,446316385000,0.5
Taiwan,,446180770460,1.3
Taiwan,,446134243990,0.7
Taiwan,,445638638470,1.6
Taiwan,,445453411230,0.2
Taiwan,,444780124020,1
Taiwan region,,444199373820,0.6
Taiwan,,444066554350,0.4
Taiwan,,443953580600,0.5
Taiwan,,443794362160,0.3
Taiwan,,443773730110,0.5
Taiwan region,,443770311340,0.2
Taiwan,,443637464150,1.1
Taiwan,,443100429570,0.1
Taiwan,,442969724400,1
Taiwan,,442689597140,0.4
Taiwan,,442538841060,0.4
Taiwan,,442364636450,1.3
Taiwan,,442047609590,1.3
Taiwan region,,441788453780,0.6
Taiwan,,441685140470,0.7
Taiwan,,441672839410,0.7
Taiwan,,441562386930,0.5
Taiwan,,440951844840,1.4
Taiwan,,440863030520,1
Taiwan,3.7,440258866020,1.5
Taiwan,4.9,439700022560,1.3
Taiwan,,439037224650,0.4
Taiwan,,438677891680,1.4
Taiwan,,438673898940,0.5
Taiwan,,437480019310,0.3
Taiwan,,437428400060,0.3
Taiwan,,436561896510,1.3
Taiwan,,436458415590,0.5
Taiwan,,436363727720,0.2
Taiwan,,436199189300,0.5
Taiwan region,,436098135540,0.5
Taiwan,,436071646320,0.7
Taiwan,,435482174170,0.6
Taiwan,,435079961490,0.9
Taiwan,,435069340110,0.9
Taiwan,,435047656240,0.7
Taiwan,,434828705280,0.6
Taiwan,5,434172577040,1.3
Taiwan,,433682465340,0.3
Taiwan,,433525276520,0.6
Taiwan,,433233731690,0.5
Taiwan,,433008383710,0.2
Taiwan region,,432994023700,0.5
Taiwan,,432987571230,1
Taiwan,,432976264830,0.5
Taiwan,,432834962590,1.2
Taiwan,,432704078660,0.5
Taiwan,,432627282280,0.3
Taiwan,,432453938880,0.9
Taiwan,,432266089450,1.1
Taiwan,,431863467240,0.4
Taiwan region,,431586996760,1.5
Taiwan,,431062746380,1.1
Taiwan,,431026505310,0.6
Taiwan,,431013819350,0.5
Taiwan,,430983355420,0.3
Taiwan,,430924336460,0.8
Taiwan,,430914203400,1.1
Taiwan,,430729263790,1.1
Taiwan,3.9,430586256580,0.4
Taiwan,,430547787450,0.8
Taiwan,,430444799580,1.5
Taiwan,,430408813710,0.6
Taiwan,,430280280290,0.8
Taiwan,,430212573540,1.5
Taiwan,,430056211090,1
Taiwan,,429652062750,0.2
Taiwan,,429451834780,0.5
Taiwan,,429246460030,0.1
Taiwan,,429113508050,0.7
Taiwan,,429107378220,0.1
Taiwan region,,429095278750,1.3
Taiwan,,428977522860,0.3
Taiwan,4.9,427113546720,1.2
Taiwan,4.6,427042545660,1.5
Taiwan,,427034916260,1.4
Taiwan,,426967936530,1.7
Taiwan,,426794453680,1.6
Taiwan,4.3,426783952660,1.6
Taiwan,,426762397500,0.6
Taiwan,,425808894230,0.1
Taiwan,,425234017420,0.6
Taiwan,,425097152970,0.6
Taiwan,4.4,425076903220,1.4
Taiwan,,425074044820,1.7
Taiwan,,425064510910,1.6
Taiwan,,424822957780,1.5
Taiwan,,424601730420,0.3
Taiwan,,424416595540,1.1
Taiwan,,424004083030,1.8
Taiwan,,423984365710,0.5
Taiwan,,423783120340,0.8
Taiwan,,423336237350,1.4
Taiwan,,423220349080,1.1
Taiwan,,423023525730,1.6
Taiwan,,423020501230,0.6
Taiwan,,422505723640,1.4
Taiwan,,422237961500,0.8
Taiwan,,422199761670,1.3
Taiwan,,422131370660,0.4
Taiwan,,422010946850,0.6
Taiwan,,421958261890,0.3
Taiwan,,421887815700,
Taiwan,,421867480010,1.4
Taiwan,4.4,421829481400,1.3
Taiwan,,421640394310,1.2
Taiwan,,421391230430,1.3
Taiwan,4.9,421377538110,1.2
Taiwan,,421376337020,1.3
Taiwan,5.6,421373705560,1.2
Taiwan,,421359159800,0.2
Taiwan,,421355401680,0.1
Taiwan,,421209566470,1.6
Taiwan,4.7,421199881830,1
Taiwan,,421154116210,1.3
Taiwan,,420699094650,1.4
Taiwan region,,420624969170,0.2
Taiwan region,,420556227030,0.8
Taiwan,5,420228935880,1.2
Taiwan,,420069717090,0.3
Taiwan region,4.4,420049472640,1
Taiwan,,420031183890,0.7
Taiwan,,419818270160,1.6
Taiwan,,419748185280,0.4
Taiwan,,419721286490,1.2
Taiwan,,419711373130,1.2
Taiwan,,419254572300,0.6
Taiwan,,419192740010,1.3
Taiwan,,419189931650,0.6
Taiwan,,419189827780,0.6
Taiwan,4.7,419189551860,1.5
Taiwan,,419165003520,0.5
Taiwan,,419112946880,0.9
Taiwan,4.4,419112814300,1.2
Taiwan,,418792471440,1.4
Taiwan,,418014630430,1.1
Taiwan,,417999929950,0.1
Taiwan,,417966682520,0.3
Taiwan,,417796191910,0.9
Taiwan,,417665326330,0.5
Taiwan,,417548817020,1.3
Taiwan,,417446285140,0.7
Taiwan,,417002608940,1
Taiwan,,416780499070,0.6
Taiwan,,416775050210,1.2
Taiwan,,416211363590,0.6
Taiwan,,415785617900,1.3
Taiwan,,415780470120,1.1
Taiwan,,415780242700,1.1
Taiwan,,415587270390,0.6
Taiwan,,415587020460,1.7
Taiwan region,,415235028840,0.2
Taiwan region,5.1,415073136020,1.1
Taiwan,,414910519040,0.3
Taiwan region,4.6,414598462570,1.1
Taiwan,,414575247620,1
Taiwan,,413858687330,0.9
Taiwan,3.8,413781666200,1.1
Taiwan,4.9,413443664890,1.4
Taiwan,,413235723790,1.1
Taiwan,,413006856580,0.5
Taiwan,,412964695530,1.2
Taiwan region,4.2,412822065960,0.8
Taiwan region,5,412819305910,1.1
Taiwan,,412430316020,0.9
Taiwan,3.9,412359869320,1.3
Taiwan region,4.8,412354949120,1.3
Taiwan region,,412300861840,0.4
Taiwan,,412005493100,0.2
Taiwan,,411805537820,0.7
Taiwan region,,411271986230,0.6
Taiwan,,411259771100,1.4
Taiwan,,411222600310,0.5
Taiwan region,,411004979710,0.4
Taiwan,,410933451840,0.6
Taiwan,,410916599220,0.4
Taiwan,,410702984720,0.2
Taiwan region,,410671961830,1.5
Taiwan,,410532685570,1
Taiwan region,,410106998820,0.5
Taiwan,,410092809740,0.8
Taiwan,,410004881520,0.6
Taiwan,,409655731600,0.3
Taiwan,,409496162700,0.2
Taiwan,,409414297360,0.9
Taiwan,,409143863250,0.4
Taiwan,,408501606780,0.4
Taiwan,,408452958420,0.6
Taiwan,,408111898990,1.5
Taiwan,,408067387700,1
Taiwan region,,407747534100,0.4
Taiwan,,407394545090,0.6
Taiwan,,407207384640,0.5
Taiwan,,406890679590,0.9
Taiwan region,,406854685810,0.4
Taiwan region,,406745178110,0.5
Taiwan,3.7,406546160370,0.5
Taiwan,,406485084580,0.6
Taiwan,,406378034300,0.2
Taiwan,,406095625810,0.2
Taiwan,,406027033710,0.6
Taiwan,3.9,406026982360,0.7
Taiwan,,405490668620,1.1
Taiwan region,5,405227311840,0.9
Taiwan,,405147789200,0.7
Taiwan,,405125542890,0.9
Taiwan,,404584964450,0.2
Taiwan,,404408287360,0.3
Taiwan,,404279245850,0.2
Taiwan,,404276000780,0.2
Taiwan,,404134739930,0.5
Taiwan,,404026784650,0.2
Taiwan,,403996982480,0.5
Taiwan,,403996733530,0.6
Taiwan,,403994124410,0.5
Taiwan,,403993020540,0.4
Taiwan,,403992295390,0.3
Taiwan,5.9,403992117200,1.2
Taiwan,,403991164960,0.5
Taiwan,,403931059370,0.4
Taiwan,,403870161440,0.6
Taiwan region,,403774462100,0.7
Taiwan,,403475565000,0.6
Taiwan region,3.6,403412940430,0.5
Taiwan region,,403289612910,0.5
Taiwan,,402946452840,0.9
Taiwan,4,402432959710,1.3
Taiwan region,4.2,401736631560,1.4
Taiwan,,400924834300,0.6
Taiwan,4.2,400828223510,1.1
Taiwan,4,400586264330,1.3
Taiwan,,400450763960,0.5
Taiwan,4.5,400069249040,0.9
Taiwan,,399943008220,0.3
Taiwan,4,397062987460,1.4
Taiwan,,396517435700,0.6
Taiwan,,396415048790,0.8
Taiwan region,4.6,396209158750,1.2
Taiwan,,396150613830,0.4
Taiwan region,,395598715610,0.2
Taiwan Strait,,395533214660,0.8
Taiwan,,394154668860,0.2
Taiwan,,393667261480,0.2
Taiwan region,4.7,393367106800,1.2
Taiwan region,5.1,393366347220,1
Taiwan region,4.1,393310597480,1.3
Taiwan,,393143944050,0.8
Taiwan,,392933435550,0.4
Taiwan,,392931154840,0.8
Taiwan region,3.6,392699454630,1.1
Taiwan,,392307703400,0.3
Taiwan region,4.3,392022264650,1
Taiwan,,391559706610,0.5
Taiwan region,,391300350790,0.5
Taiwan,4.3,391207078500,1.5
Taiwan,,390640133490,1.1
Taiwan region,,389948196820,0.1
Taiwan,,389894901510,0.3
Taiwan,,389761853750,1.7
Taiwan,,389740201280,1.1
Taiwan,,389359910760,1.1
Taiwan,,389054809980,0.3
Taiwan,,388972352540,0.9
Taiwan region,,388794258180,0.6
Taiwan region,,388562511120,1.1
Taiwan,,388558856530,0.9
Taiwan,,387318703100,1
Taiwan,4.1,387122661360,0.9
Taiwan,,387121124790,1.2
Taiwan,,386279238150,1.2
Taiwan,,386142629210,0.4
Taiwan region,4.6,385976238960,1.4
Taiwan,,385884472950,1
Taiwan,,385441456410,1.3
Taiwan,,385406737930,0.5
Taiwan,,385360195190,1.3
Taiwan,,385334797860,0.6
Taiwan,,385254693820,0.6
Taiwan,,384659958870,0.8
Taiwan region,,384120486780,1.7
Taiwan,4.4,383750611310,1.4
Taiwan,4.4,383551508070,0.7
Taiwan,,383432508270,0.5
Taiwan,,383424611380,0.5
Taiwan,,383283341790,1
Taiwan,,383119477420,0.3
Taiwan,,383050114320,1.5
Taiwan,4.2,382877203920,1
Taiwan,,382876451990,1.2
Taiwan,,382828205050,1.4
Taiwan,5,382812834620,1.1
Taiwan,,382693447820,0.4
Taiwan,,382270041210,0.8
Taiwan region,,382247823060,0.6
Taiwan region,,382192603010,0.2
Taiwan,,382147451040,0.7
Taiwan,,381685958660,0.5
Taiwan,,381547757180,0.3
Taiwan,,381016709260,0.6
Taiwan,,381003550110,0.1
Taiwan,,380860723920,0.7
Taiwan,,380765179020,0.3
Taiwan,,380728798350,1
Taiwan,,380728690750,0.7
Taiwan,,380723707260,0.3
Taiwan,,380719102760,0.4
Taiwan,,380701938300,0.5
Taiwan,,380695120420,0.7
Taiwan,,380684538270,1
Taiwan,,380674401410,0.7
Taiwan,,380670482370,0.5
Taiwan,,380669043390,0.4
Taiwan,4.1,380652375810,1.2
Taiwan,,380646177320,0.2
Taiwan,5.9,380643040410,1
Taiwan,,380641727700,0.1
Taiwan,,379997253740,0.7
Taiwan region,,379920076820,0.6
Taiwan region,4.2,379885928650,0.7
Taiwan,4.5,379366397880,1.3
Taiwan,,378953603870,0.3
Taiwan,3.9,378671920430,1.3
Taiwan,,378272585000,0.6
Taiwan,,378201785730,1.1
Taiwan,,378201289010,0.6
Taiwan,4.4,378143433390,1.3
Taiwan,,378111549920,0.5
Taiwan,,378041457050,1.5
Taiwan,,377996828260,0.8
Taiwan,,377944296780,1.4
Taiwan,,377864386150,0.6
Taiwan,,377864335850,1.2
Taiwan,,377857196340,0.5
Taiwan,4.1,377852850160,1.2
Taiwan,,377851117580,0.6
Taiwan,,376980998640,0.4
Taiwan region,,376683568550,0.7
Taiwan region,,376074788730,0.9
Taiwan,,376007731650,1.5
Taiwan region,,375845814270,1.1
Taiwan,,375503231530,1.1
Taiwan,,375240605120,0.6
Taiwan,3.8,374787685850,1.2
Taiwan region,,373928964160,0.9
Taiwan,,373891498530,0.2
Taiwan,4.6,373562507600,1.3
Taiwan,,373094400500,0.4
Taiwan,,372751616610,0.5
Taiwan,3.7,372374307180,1.1
Taiwan region,,372192815800,0.3
Taiwan,,372124090670,0.8
Taiwan,,371648204960,0.7
Taiwan,3.9,371392028070,1.1
Taiwan,4.3,371320885630,1.4
Taiwan,,371234486310,1
Taiwan,,370990341590,0.6
Taiwan,,370555139820,0.2
Taiwan,4.1,370347433280,1.4
Taiwan,,370023127350,0.6
Taiwan region,4.8,369185574470,1.1
Taiwan,,369180290070,0.5
Taiwan,4,368859730140,1.5
Taiwan,4,368142996010,0.9
Taiwan,4,367463307660,0.2
Taiwan region,4.2,367182205700,0.9
Taiwan,,367142186250,0.8
Taiwan,,367140965080,0.9
Taiwan,,366981162590,1.2
Taiwan,,366972232380,1.1
Taiwan region,,366774153670,1
Taiwan,,366320138480,0.5
Taiwan,3.9,365859390340,1.6
Taiwan,,365236855130,0.7
Taiwan,,365233726920,1.5
Taiwan,,365104126400,1.2
Taiwan,4.6,365102979790,1.2
Taiwan,4.1,364970785430,0.9
Taiwan,,364909560520,0.2
Taiwan,4.2,364879811240,0.8
Taiwan region,4,364835557450,1.5
Taiwan,,364733912380,0.4
Taiwan,,364321689270,0.2
Taiwan region,4.2,364145413530,1
Taiwan,,363966622420,0.5
Taiwan,,363897395810,0.9
Taiwan region,4.6,361945418080,0.9
Taiwan,,361388058280,1
Taiwan,,361310324440,0.3
Taiwan,,359819879490,1.4
Taiwan,,358742677960,0.2
Taiwan,,358732750430,0.6
Taiwan,4.2,358723371510,1.3
Taiwan,4,358710694830,0.6
Taiwan,,358682034650,0.7
Taiwan,4.2,357353609360,1.4
Taiwan,,356591072120,0.8
Taiwan,,356038338300,1.4
Taiwan region,4.1,355841523510,0.7
Taiwan,4.8,354838966930,1.3
Taiwan region,4.6,354580861570,0.9
Taiwan,,353702786930,1.1
Taiwan,,353675869420,0.9
Taiwan,4.7,352514529910,0.5
Taiwan region,5.9,352383225340,1
Taiwan,4.7,352088853300,1.1
Taiwan region,3.8,351591314330,1
Taiwan region,5.7,351547749920,1.1
Taiwan,,351487514660,1.1
Taiwan,,351348791430,0.9
Taiwan region,,351085180750,1.3
Taiwan region,,349740369300,
Taiwan,5.6,349591895800,
Taiwan,,349225656500,
Taiwan,,349220181500,
Taiwan,4.8,349193430600,
Taiwan,,348108921700,
Taiwan,4.2,347245812300,
Taiwan,,346844660300,
Taiwan,5.3,346524011200,
Taiwan,4.4,346437340000,
Taiwan region,3.9,345620079400,
Taiwan region,4.9,344555307000,
Taiwan,,344383720300,
Taiwan,,344382301600,
Taiwan,,344382132300,
Taiwan,,344381441600,
Taiwan,,344311726700,
Taiwan,,344223906300,
Taiwan region,,344078514900,
Taiwan,5.2,343057021200,
Taiwan,,342495346400,
Taiwan,,341643255800,
Taiwan,,340802192400,
Taiwan,,340708361600,
Taiwan,,340686858000,
Taiwan,5.5,340675702600,
Taiwan,,340655219700,
Taiwan,4,340594473000,
Taiwan,4,339857310800,
Taiwan,4.1,339396624300,
Taiwan,,339169266500,
Taiwan,,338831188700,
Taiwan,5,338727411400,
Taiwan,,338532324900,
Taiwan,,338466348500,
Taiwan,,338219329700,
Taiwan,,337514784700,
Taiwan,4.6,333999747800,
Taiwan,,333365681500,
Taiwan,,333199338300,
Taiwan region,3,332455207300,
Taiwan,,332264401200,
Taiwan Strait,4.1,331096929700,
Taiwan,,330793108700,
Taiwan,4.8,330780917700,
Taiwan region,5.8,330168740300,
Taiwan,4.4,328328860400,
Taiwan,4.3,327631911800,
Taiwan,4.2,324023941000,
Taiwan region,5,323548204600,
Taiwan region,5.2,322477184200,
Taiwan,,320086270600,
Taiwan region,4.4,319156056300,
Taiwan region,,317897957500,
Taiwan,,317611320000,
Taiwan,,317604859100,
Taiwan,4.1,317565129400,
Taiwan,,317558596500,
